title,poet,dynasty,textual,translation
哀江南赋序,庾信,南北朝,况复舟楫路穷，星汉非乘槎可上；风飙道阻，蓬莱无可到之期,何况又舟船无路，银河不是乘筏驾船所能上达；风狂道阻，海中的蓬莱仙山也无可以到达的希望
哀江南赋序,庾信,南北朝,穷者欲达其言，劳者须歌其事,因踬者欲表达自己的肺腑之言，操劳者须歌咏自己所经历的事
哀江南赋序,庾信,南北朝,陆士衡闻而抚掌，是所甘心；张平子见而陋之，固其宜矣,陆机听了拍掌而矣，也心甘情愿；张衡见了将轻视它，本是理所当然的
哀江头,杜甫,唐代,少陵野老吞声哭，春日潜行曲江曲,一个老人痛哭在春天来到江边
哀江头,杜甫,唐代,江头宫殿锁千门，细柳新蒲为谁绿,江边有封锁的宫殿，有细细的柳丝和新生的水蒲
哀江头,杜甫,唐代,忆昔霓旌下南苑，苑中万物生颜色,回忆皇帝的仪仗，万物生出光辉
哀江头,杜甫,唐代,昭阳殿里第一人，同辇随君侍君侧,美人同车随侍皇帝
哀江头,杜甫,唐代,辇前才人带弓箭，白马嚼啮黄金勒,女官带着弓箭，白马套着马勒
哀江头,杜甫,唐代,翻身向天仰射云，一笑正坠双飞翼,翻身朝天射箭，一笑之间一对鸟儿坠落在地
哀江头,杜甫,唐代,明眸皓齿今何在,不知杨贵妃明亮的眼睛和洁白的牙齿在哪
哀江头,杜甫,唐代,血污游魂归不得,游魂被鲜血玷污，不能归来
哀江头,杜甫,唐代,清渭东流剑阁深，去住彼此无消息,清清的渭水向东流去，剑阁深远，来去没有消息
哀江头,杜甫,唐代,人生有情泪沾臆，江水江花岂终极,人生有情，泪水沾湿了胸臆，江水的流淌和江花的开放不会有尽头
哀江头,杜甫,唐代,黄昏胡骑尘满城，欲往城南望城北,黄昏时胡骑扬起满城的尘土，准备到城南却跑到了城北
哀溺文序,柳宗元,唐代,永之氓咸善游,永州的百姓都善于游泳
哀溺文序,柳宗元,唐代,一日，水暴甚，有五、六氓乘小船绝湘水,一天，河水上涨的厉害，有五六个人乘着小船横渡湘江
哀溺文序,柳宗元,唐代,中济，船破，皆游,渡到江中时，船破了，船上的人纷纷游水逃生
哀溺文序,柳宗元,唐代,其一氓尽力而不能寻常,其中一个人尽力游泳但仍然游不了多远
哀溺文序,柳宗元,唐代,其侣曰：“汝善游最也，今何后为,他的同伴们说：你最会游泳，现在为什么落在后面
哀溺文序,柳宗元,唐代,曰：“吾腰千钱，重，是以后,他说：我腰上缠着很多钱，很重，所以落后了
哀溺文序,柳宗元,唐代,曰：“何不去之,同伴们说：为什么不丢掉它呢
哀溺文序,柳宗元,唐代,不应，摇其首,”他不回答，摇摇他的头
哀溺文序,柳宗元,唐代,有顷，益怠,一会儿，他更加疲乏了
哀溺文序,柳宗元,唐代,已济者立岸上呼且号曰：“汝愚之甚，蔽之甚，身且死，何以货为,已经游过河的人站在岸上又呼又叫：你愚蠢到了极点，蒙昧到了极点，自己快淹死了，还要钱财干什么呢
哀溺文序,柳宗元,唐代,又摇其首,”他又摇摇他的头
哀溺文序,柳宗元,唐代,遂溺死,于是就淹死了
哀溺文序,柳宗元,唐代,吾哀之,我对此感到十分悲哀
哀溺文序,柳宗元,唐代,且若是，得不有大货之溺大氓者乎,如果像这样，难道不会有大利淹死大人物的事情吗
哀溺文序,柳宗元,唐代,于是作《哀溺》,于是写下了《哀溺》
哀王孙,杜甫,唐代,长安城头头白乌，夜飞延秋门上呼,长安城头，伫立着一只白头乌鸦，夜暮了，还飞进延秋门上叫哇哇
哀王孙,杜甫,唐代,又向人家啄大屋，屋底达官走避胡,这怪物，又向大官邸宅啄个不停，吓得达官们，为避胡人逃离了家
哀王孙,杜甫,唐代,金鞭断折九马死，骨肉不得同驰驱,玄宗出奔，折断金鞭又累死九马，皇亲国戚，来不及和他一同驱驾
哀王孙,杜甫,唐代,腰下宝玦青珊瑚，可怜王孙泣路隅,有个少年，腰间佩带玉块和珊瑚，可怜呵，他在路旁哭得嗓子嘶哑
哀王孙,杜甫,唐代,问之不肯道姓名，但道困苦乞为奴,千问万问，总不肯说出自己姓名，只说生活困苦，求人收他做奴伢
哀王孙,杜甫,唐代,已经百日窜荆棘，身上无有完肌肤,已经有一百多天，逃窜荆棘丛下，身上无完肤，遍体是裂痕和伤疤
哀王孙,杜甫,唐代,高帝子孙尽隆准，龙种自与常人殊,凡是高帝子孙，大都是鼻梁高直，龙种与布衣相比，自然来得高雅
哀王孙,杜甫,唐代,豺狼在邑龙在野，王孙善保千金躯,豺狼在城称帝，龙种却流落荒野，王孙呵，你一定要珍重自己身架
哀王孙,杜甫,唐代,不敢长语临交衢，且为王孙立斯须,在十字路口，不敢与你长时交谈，只能站立片刻，交待你重要的话
哀王孙,杜甫,唐代,昨夜东风吹血腥，东来橐驼满旧都,昨天夜里，东风吹来阵阵血腥味，长安东边，来了很多骆驼和车马
哀王孙,杜甫,唐代,朔方健儿好身手，昔何勇锐今何愚,北方军队，一贯是交战的好身手，往日勇猛，如今何以就流水落花
哀王孙,杜甫,唐代,窃闻天子已传位，圣德北服南单于,私下听说，皇上已把皇位传太子，南单于派使拜服，圣德安定天下
哀王孙,杜甫,唐代,花门剺面请雪耻，慎勿出口他人狙,他们个个割面，请求雪耻上前线，你要守口如瓶，以防暗探的缉拿
哀王孙,杜甫,唐代,哀哉王孙慎勿疏，五陵佳气无时无,多可怜呵王孙，你万万不要疏忽，五陵之气葱郁，大唐中兴有望呀
哀郢,屈原,先秦,皇天之不纯命兮，何百姓之震愆,天道不专反复无常啊，为何使老百姓在动乱中遭殃
哀郢,屈原,先秦,民离散而相失兮，方仲春而东迁,人民妻离子散、家破人亡啊，正当仲春二月迁往东方
哀郢,屈原,先秦,去故乡而就远兮，遵江夏以流亡,离别家乡到远处去啊，沿着长江、夏水到处流亡
哀郢,屈原,先秦,出国门而轸怀兮，甲之朝吾以行,走出都门我悲痛难舍啊，我们在甲日的早上开始上道
哀郢,屈原,先秦,发郢都而去闾兮，怊荒忽之焉极,离开旧居，从郢都出发，前途渺茫，我罔然不知何往
哀郢,屈原,先秦,楫齐杨以容与兮，哀见君而不再得,桨儿齐摇船儿却徘徊不前啊，可怜我再也不能见到君王
哀郢,屈原,先秦,望长楸而太息兮，涕淫淫其若霰,望见故国高大的楸树，我不禁长叹啊，泪落纷纷象雪粒一样
哀郢,屈原,先秦,过夏首而西浮兮，顾龙门而不见,经过夏水的发源处又向西浮行啊，回头看郢都东门却不能见其模样
哀郢,屈原,先秦,心婵媛而伤怀兮，眇不知其所蹠,心绪缠绵牵挂不舍而又无限忧伤啊，渺渺茫茫不知落脚在何方
哀郢,屈原,先秦,顺风波以从流兮，焉洋洋而为客,顺着风波随着江流漂泊吧，于是乎飘流失所客居他乡
哀郢,屈原,先秦,凌阳侯之泛滥兮，忽翱翔之焉薄,船儿行驶在滚滚的波浪之上啊，就象鸟儿飞翔却不知停泊在哪个地方
哀郢,屈原,先秦,心絓结而不解兮，思蹇产而不释,心中郁结苦闷而无法解脱啊，愁肠百结心情难以舒畅
哀郢,屈原,先秦,将运舟而下浮兮，上洞庭而下江,将行船向下顺流而去啊，过了洞庭湖又进入长江
哀郢,屈原,先秦,去终古之所居兮，今逍遥而来东,离开自古以来的住所啊，如今漂泊来到东方
哀郢,屈原,先秦,羌灵魂之欲归兮，何须臾而忘反,我的灵魂时时都想着归去啊，哪会片刻忘记返回故乡
哀郢,屈原,先秦,背夏浦而西思兮，哀故都之日远,背向夏水边而思念郢都啊，故都日渐遥远真叫人悲伤
哀郢,屈原,先秦,登大坟以远望兮，聊以舒吾忧心,登上大堤而举目远望啊，姑且以此来舒展一下我忧愁的衷肠
哀郢,屈原,先秦,哀州土之平乐兮，悲江介之遗风,可叹楚地的土地宽平广博、人民富裕安乐啊，江汉盆地还保持着传统的楚国风尚
哀郢,屈原,先秦,当陵阳之焉至兮，淼南渡之焉如,面对着凌阳不知到何处去啊，大水茫茫也不知道南渡到何方
哀郢,屈原,先秦,曾不知夏之为丘兮，孰两东门之可芜,连大厦荒废成丘墟都不曾想到啊，又怎么可以再度让郢都东门荒芜
哀郢,屈原,先秦,心不怡之长久兮，忧与愁其相接,心中久久不悦啊，忧愁还添惆怅
哀郢,屈原,先秦,惟郢路之辽远兮，江与夏之不可涉,郢都的路途是那样遥远啊，长江和夏水有舟难航
哀郢,屈原,先秦,忽若去不信兮，至今九年而不复,时光飞逝的使人难以相信啊，不能回郢都至今已有九年时光
哀郢,屈原,先秦,惨郁郁而不通兮，蹇侘傺而含戚,悲惨忧郁心情不得舒畅啊，怅然失意满怀悲伤
哀郢,屈原,先秦,外承欢之汋约兮，谌荏弱而难持,群小顺承楚王的欢心表面上美好啊，实际上内心虚弱没有坚定操守
哀郢,屈原,先秦,忠湛湛而愿进兮，妒被离而障之,有人忠心耿耿愿被进用为国效力啊，却遭到众多嫉妒者的障蔽
哀郢,屈原,先秦,尧舜之抗行兮，瞭杳杳而薄天,唐尧、虞舜具有高尚的品德啊，高远无比可达九天云霄，
哀郢,屈原,先秦,众谗人之嫉妒兮，被以不慈之伪名,而那些谗人们却要心怀妒嫉啊，竟然在他们的头上加以“不慈”的污蔑之名
哀郢,屈原,先秦,憎愠惀之修美兮，好夫人之慷慨,楚王讨厌那些不善言辞的忠贤之臣啊，却喜欢听那些小人表面上的激昂慷慨
哀郢,屈原,先秦,众踥蹀而日进兮，美超远而逾迈,小人奔走钻营而日益显进啊，贤臣却越来越被疏远
哀郢,屈原,先秦,乱曰：曼余目以流观兮，冀一反之何时,尾声：放眼四下观望啊，希望什么时候能返回郢都一趟
哀郢,屈原,先秦,鸟飞反故乡兮，狐死必首丘,鸟儿高飞终要返回旧巢啊，狐狸死时头一定向着狐穴所在的方向
哀郢,屈原,先秦,信非吾罪而弃逐兮，何日夜而忘之,确实不是我的罪过却遭放逐啊，日日夜夜我哪里能忘记它我的故乡
安州应城玉女汤作,李白,唐代,神女殁幽境，汤池流大川,仙女仙逝于此幽谧风景之地，化为温泉象大河一样流淌
安州应城玉女汤作,李白,唐代,阴阳结炎炭，造化开灵泉,阴阳之气在此激荡，如同炭火熊熊燃烧，神工鬼斧造化出这温泉
安州应城玉女汤作,李白,唐代,地底烁朱火，沙旁歊素烟,地底下一定奔涌着烈火，沙丘傍边弥漫着白色的雾气
安州应城玉女汤作,李白,唐代,沸珠跃明月，皎镜涵空天,翻腾的水池如同明月一样皎洁，好象天空悬挂的明镜
安州应城玉女汤作,李白,唐代,气浮兰芳满，色涨桃花然,人浮在水中鼻内充满了兰花的芳香，脸色热得好象三月的桃花艳丽欲燃
安州应城玉女汤作,李白,唐代,精览万殊入，潜行七泽连,温泉水中萃集了万物精华，温泉水在地下与五湖七泽相通连
安州应城玉女汤作,李白,唐代,愈疾功莫尚，变盈道乃全,这温泉水治疗疾病的功能无与伦比，日月盈亏全按照天道而行
安州应城玉女汤作,李白,唐代,濯缨掬清泚，晞发弄潺湲,水清清啊清气氛氲，热气腾啊头发迅速可干
安州应城玉女汤作,李白,唐代,散下楚王国，分浇宋玉田,流淌在古楚国的流域，还可以浇灌宋玉家的稻田
安州应城玉女汤作,李白,唐代,可以奉巡幸，奈何隔穷偏,就是让皇帝来泡泡这里温泉也是不错的，可惜地处穷山僻壤离长安太远
安州应城玉女汤作,李白,唐代,独随朝宗水，赴海输微涓,温泉水只好跟随大流，奔赴到海，尽忠尽心，以微薄之心力
八归·秋江带雨,史达祖,宋代,秋江带雨，寒沙萦水，人瞰画阁愁独,秋日江流挟带着秋雨，寒冷的沙滩萦绕着水湾，我独自一人登上画阁俯瞰感到愁痛孤独
八归·秋江带雨,史达祖,宋代,烟蓑散响惊诗思，还被乱鸥飞去，秀句难续,烟雨迷漾，披蓑撒网的声响，惊动了我的诗兴，却又被飞去的乱鸥，搅得我佳句难续
八归·秋江带雨,史达祖,宋代,冷眼尽归图画上，认隔岸、微茫云屋,冷眼尽望，汇入一幅图画之中，隔岸相望，对岸有隐约如云的房屋
八归·秋江带雨,史达祖,宋代,想半属、渔市樵村，欲暮竞然竹,我猜想它多半是渔市樵村，在黄昏暮色里竞相燃起了枯竹，升起袅袅炊烟
八归·秋江带雨,史达祖,宋代,须信风流未老，凭持酒、慰此凄凉心目,自信我风流尚未衰老，就靠持杯饮酒，抚慰我触目惊心的悲凉凄苦
八归·秋江带雨,史达祖,宋代,一鞭南陌，几篙官渡，赖有歌眉舒绿,从南陌一声鞭响，经过了几座津渡，幸亏赖有歌女开怀，使我眉展心舒
八归·秋江带雨,史达祖,宋代,只匆匆眺远，早觉闲愁挂乔木,仅向远方匆匆眺望，已觉得忧愁挂上高树
八归·秋江带雨,史达祖,宋代,应难奈，故人天际，望彻淮山，相思无雁足,我实在难以忍受故人远隔天边的事实，望断江淮的群山，不仅看不见她，就连一只传信的大雁也杳无踪迹
八归·湘中送胡德华,姜夔,宋代,芳莲坠粉，疏桐吹绿，庭院暗雨乍歇,荷花飘落，稀疏的梧桐开始坠下绿叶，庭院里一场秋雨刚停歇
八归·湘中送胡德华,姜夔,宋代,无端抱影销魂处，还见篠墙萤暗，藓阶蛩切,我说不出原因，一个人突然独自伤悲，又看见竹篱边的萤火虫在幽暗中飞来飞去，苔阶旁的蟋蟀叫声更令人断肠
八归·湘中送胡德华,姜夔,宋代,送客重寻西去路，问水面琵琶谁拨,我送别客人，重寻西去的水路，不知水上是否有人为你演奏一曲
八归·湘中送胡德华,姜夔,宋代,最可惜、一片江山，总付与啼鴂,最可惜的是把一片江山大好风景，却付给悲鸣的鸟儿
八归·湘中送胡德华,姜夔,宋代,长恨相从未款，而今何事，又对西风离别,常常遗憾我们相识相知时间太短，而今在这落花时节，为何又要无奈地依依相别
八归·湘中送胡德华,姜夔,宋代,渚寒烟淡，棹移人远，飘渺行舟如叶,清冷的洲渚烟水茫茫，船儿就要出发，友人的行舟已远，如一片轻叶
八归·湘中送胡德华,姜夔,宋代,想文君望久，倚竹愁生步罗袜,他的妻子一定在家中盼望着他，日日站在翠竹旁，任凭罗袜上染上清尘
八归·湘中送胡德华,姜夔,宋代,归来后，翠尊双饮，下了珠帘，玲珑闲看月,等到丈夫归来后，夫妻二人幸福地团圆，双双下了珠帘，对着明月对饮到天明
八声甘州·对潇潇暮雨洒江天,柳永,宋代,对潇潇暮雨洒江天，一番洗清秋,面对着潇潇暮雨从天空洒落在江面上，经过一番雨洗的秋景，分外寒凉清朗
八声甘州·对潇潇暮雨洒江天,柳永,宋代,渐霜风凄紧，关河冷落，残照当楼,凄凉的霜风一阵紧似一阵，关山江河一片冷清萧条，落日的余光照耀在高楼上
八声甘州·对潇潇暮雨洒江天,柳永,宋代,是处红衰翠减，苒苒物华休,到处红花凋零翠叶枯落，一切美好的景物渐渐地衰残
八声甘州·对潇潇暮雨洒江天,柳永,宋代,唯有长江水，无语东流,只有那滔滔的长江水，不声不响地向东流淌
八声甘州·对潇潇暮雨洒江天,柳永,宋代,不忍登高临远，望故乡渺邈，归思难收,不忍心登高遥看远方，眺望渺茫遥远的故乡，渴求回家的心思难以收拢
八声甘州·对潇潇暮雨洒江天,柳永,宋代,叹年来踪迹，何事苦淹留,叹息这些年来的行踪，为什么苦苦地长期停留在异乡
八声甘州·对潇潇暮雨洒江天,柳永,宋代,想佳人，妆楼颙望，误几回、天际识归舟,想起美人，正在华丽的楼上抬头凝望，多少次错把远处驶来的船当作心上人回家的船
八声甘州·对潇潇暮雨洒江天,柳永,宋代,争知我，倚栏杆处，正恁凝愁,她哪会知道我，倚着栏杆，愁思正如此的深重
八声甘州·寄参寥子,苏轼,宋代,有情风、万里卷潮来，无情送潮归,有情风从万里之外卷潮扑来，无情时又送潮返回
八声甘州·寄参寥子,苏轼,宋代,问钱塘江上，西兴浦口，几度斜晖,请问在钱塘江上或西兴渡口，我俩共赏过几次夕阳斜晖
八声甘州·寄参寥子,苏轼,宋代,不用思量今古，俯仰昔人非,用不着仔细思量古今的变迁，一俯一仰的工夫，早已物是人非
八声甘州·寄参寥子,苏轼,宋代,谁似东坡老，白首忘机,谁像我东坡苏老，白首之年，淡忘了仕进的机会
八声甘州·寄参寥子,苏轼,宋代,记取西湖西畔，正暮山好处，空翠烟霏,记住西湖的西岸，春日最美的山隈，就是那空明的翠微，如烟的云霏
八声甘州·寄参寥子,苏轼,宋代,算诗人相得，如我与君稀,算起来诗人中相处得宜，如我与您这样的友情，确实稀微，弥足珍贵
八声甘州·寄参寥子,苏轼,宋代,约他年、东还海道，愿谢公、雅志莫相违,约定日后，像东晋宰相谢安那样，沿着直通大海的长江航道，向东引退、回归，别让这一高雅志向与未来事实彼此违背
八声甘州·寄参寥子,苏轼,宋代,西州路，不应回首，为我沾衣,不应在西州路上回首恸哭，为了我而沾湿衣襟，洒落泪水
八月十二日夜诚斋望月,杨万里,宋代,才近中秋月已清，鸦青幕挂一团冰,刚刚接近中秋，月已清圆，似是在鸦青色的幕布上挂着一团冰盘
八月十二日夜诚斋望月,杨万里,宋代,忽然觉得今宵月，元不黏天独自行,忽然间，觉得今夜的月亮，独自行进在，与天隔离的空间
八阵图,杜甫,唐代,功盖三分国，名成八阵图,三国鼎立你建立了盖世功绩，创八阵图你成就了永久声名
八阵图,杜甫,唐代,江流石不转，遗恨失吞吴,江水东流推不转你布阵石头，千古遗恨你灭吴失策功未就
八至,李冶,唐代,至近至远东西，至深至浅清溪,最近也是最远的是东与西，最深也是最浅的是清溪
八至,李冶,唐代,至高至明日月，至亲至疏夫妻,最高也是最明的是日和月，最亲也是最疏的是夫妻
巴陵夜别王八员外/三湘有怀,贾至,唐代,柳絮飞时别洛阳，梅花发后到三湘,在一个柳絮纷飞的时节，我告别了故乡洛阳，经过千里跋涉，在梅花开放的寒冬到了三湘
巴陵夜别王八员外/三湘有怀,贾至,唐代,世情已逐浮云散，离恨空随江水长,人世间的悲欢离合，盛衰荣辱，如同浮云一样，都是过眼云烟；可是，依依离情，却像那悠长的江水一样，绵绵不绝
巴女谣,于鹄,唐代,巴女骑牛唱竹枝，藕丝菱叶傍江时,一个巴地小女孩骑着牛儿，唱着竹枝词，沿着处处盛开着荷花、铺展菱叶的江岸，慢悠悠地回家
巴女谣,于鹄,唐代,不愁日暮还家错，记得芭蕉出槿篱,不怕天晚了找不到家门，我知道我家门前有一棵芭蕉高高地挺出了木槿篱笆
把酒对月歌,唐寅,明代,李白前时原有月，惟有李白诗能说,月亮在李白之前就有，但只有李白的诗歌写月亮写的最好
把酒对月歌,唐寅,明代,李白如今已仙去，月在青天几圆缺,如今李白已经离开人世仙去，明月在天上已经又有了多少圆缺
把酒对月歌,唐寅,明代,今人犹歌李白诗，明月还如李白时,今天的人仍在吟颂李白的诗，明月也还像李白生前的那时
把酒对月歌,唐寅,明代,我学李白对明月，白与明月安能知,我学着李白对着明月饮酒，月亮和李白又怎么能得知
把酒对月歌,唐寅,明代,李白能诗复能酒，我今百杯复千首,李太白既能作诗又能喝酒，我如今也喝百杯作诗千首
把酒对月歌,唐寅,明代,我愧虽无李白才，料应月不嫌我丑,我虽然羞愧没有李白的才华，但料想明月应该不会嫌我陋丑
把酒对月歌,唐寅,明代,我也不登天子船，我也不上长安眠,我也不曾登上天子船，我也不曾到过长安眠
把酒对月歌,唐寅,明代,姑苏城外一茅屋，万树梅花月满天,住在苏州城外一间茅屋里，无数桃花盛开月光撒满天
把酒问月,李白,唐代,青天有月来几时,青天上明月高悬起于何时
把酒问月,李白,唐代,我今停杯一问之,我现在停下酒杯且一问之
把酒问月,李白,唐代,人攀明月不可得，月行却与人相随,人追攀明月永远不能做到，月亮行走却与人紧紧相随
把酒问月,李白,唐代,皎如飞镜临丹阙，绿烟灭尽清辉发,皎洁得如镜飞升照临宫阙，绿烟散尽发出清冷的光辉
把酒问月,李白,唐代,但见宵从海上来，宁知晓向云间没,只能看见每晚从海上升起，谁能知道早晨在云间隐没
把酒问月,李白,唐代,白兔捣药秋复春，嫦娥孤栖与谁邻,月亮里白兔捣药自秋而春，嫦哦孤单地住着与谁为邻
把酒问月,李白,唐代,今人不见古时月，今月曾经照古人,现在的人见不到古时之月，现在的月却曾经照过古人
把酒问月,李白,唐代,古人今人若流水，共看明月皆如此,古人与今人如流水般流逝，共同看到的月亮都是如此
把酒问月,李白,唐代,唯愿当歌对酒时，月光长照金樽里,只希望对着酒杯放歌之时，月光能长久地照在金杯里
灞陵行送别,李白,唐代,送君灞陵亭，灞水流浩浩,送君送到灞陵亭，灞水浩荡似深情
灞陵行送别,李白,唐代,上有无花之古树，下有伤心之春草,岸上古树已无鲜花，岸边有伤心的春草，萋萋蓠蓠
灞陵行送别,李白,唐代,我向秦人问路歧，云是王粲南登之古道,我向当地的秦人问路，他说：这正是当初王粲南去走的古道
灞陵行送别,李白,唐代,古道连绵走西京，紫阙落日浮云生,古道的那头逶迤连绵通长安，紫色宫阙上浮云顿生，遮蔽了红日
灞陵行送别,李白,唐代,正当今夕断肠处，骊歌愁绝不忍听,正当今夜送君断肠的时候，虽有黄鹂婉婉而啼，此心愁绝，怎么忍心听
白帝,杜甫,唐代,白帝城中云出门，白帝城下雨翻盆,在白帝城中，遮天乌云涌出了城门，在白帝城下，瓢泼大雨像打翻了的水盆
白帝,杜甫,唐代,高江急峡雷霆斗，古木苍藤日月昏,峡江急流的吼声像雷霆在轰击，翠树苍藤笼罩的烟雾使日月为之发昏
白帝,杜甫,唐代,戎马不如归马逸，千家今有百家存,战马不如归耕的牧马闲逸，战乱使原有千户人家而今只有百家尚存
白帝,杜甫,唐代,哀哀寡妇诛求尽，恸哭秋原何处村,最为哀痛的是因战乱失去丈夫的妇女们还被赋敛盘剥得精光净尽，听吧，在秋天原野上正在放声痛哭的是哪座荒村
白帝城怀古,陈子昂,唐代,日落沧江晚，停桡问土风,夕阳隐没苍茫的江水，天色已晚，停船探问当地乡俗土风
白帝城怀古,陈子昂,唐代,城临巴子国，台没汉王宫,城楼面临着古代的子爵巴国，高台乃是那湮没的蜀汉王宫
白帝城怀古,陈子昂,唐代,荒服仍周甸，深山尚禹功,这荒远地区仍属周朝的领域，深山里至今推崇大禹的丰功
白帝城怀古,陈子昂,唐代,岩悬青壁断，地险碧流通,山岩陡峭好像青青墙壁中断，地势险峻下临清碧江水流通
白帝城怀古,陈子昂,唐代,古木生云际，归帆出雾中,高大的古树挺立在白云边上，归来的船帆出现在浓浓雾中
白帝城怀古,陈子昂,唐代,川途去无限，客思坐何穷,水行的旅途一去便无限遥远，旅客的愁思因此更无尽无穷
白驹,诗经,先秦,皎皎白驹，食我场苗,光亮皎洁小白马，吃我园中嫩豆苗
白驹,诗经,先秦,絷之维之，以永今朝,拴好缰绳绊住脚，就在我家过今朝
